Location,SNP-weight Set,ID,TWAS.Z,TWAS.P,FOCUS_twas_z,FOCUS_in_cred_set,FOCUS_pip,FOCUS_region
chr3:49199968-49203754,PsychENCODE,CCDC71,5.34889,8.85e-08,5.36,0,0.000199,3:47727212-3:49316595
chr3:49199968-49203754,PsychENCODE,CCDC71,5.34889,8.85e-08,2.9,0,0.00156,3:49317338-3:51831903
chr3:49199968-49203754,GTEx Thyroid,CCDC71,6.770159,1.29e-11,6.67,0,0.000152,3:47727212-3:49316595
chr3:49199968-49203754,GTEx Thyroid,CCDC71,6.770159,1.29e-11,6.07,0,0.000572,3:49317338-3:51831903
chr3:49199968-49203754,GTEx Whole B...,CCDC71,7.601,2.94e-14,5.29,0,0.000139,3:47727212-3:49316595
chr3:49199968-49203754,GTEx Whole B...,CCDC71,7.601,2.94e-14,7.62,1,0.0462,3:49317338-3:51831903
chr3:49209044-49213917,PsychENCODE,KLHDC8B,8.75036,2.13e-18,8.22,0,0.000228,3:47727212-3:49316595
chr3:49209044-49213917,PsychENCODE,KLHDC8B,8.75036,2.13e-18,9.49,0,0.00142,3:49317338-3:51831903
chr3:49209044-49213917,GTEx Pituita...,KLHDC8B,9.388,6.12e-21,8.17,0,0.000211,3:47727212-3:49316595
chr3:49209044-49213917,GTEx Pituita...,KLHDC8B,9.388,6.12e-21,8.5,1,0.00801,3:49317338-3:51831903
chr3:49209044-49213917,GTEx Thyroid,KLHDC8B,9.157,5.34e-20,7.3,0,0.000183,3:47727212-3:49316595
chr3:49209044-49213917,GTEx Thyroid,KLHDC8B,9.157,5.34e-20,7.01,0,0.00339,3:49317338-3:51831903
chr3:49235861-49295537,GTEx Frontal...,CCDC36,-8.743,2.27e-18,-8.41,0,0.000291,3:47727212-3:49316595
chr3:49235861-49295537,GTEx Hypotha...,CCDC36,-6.5791,4.73e-11,-5.15,0,0.000141,3:47727212-3:49316595
chr3:49235861-49295537,GTEx Hypotha...,CCDC36,-6.5791,4.73e-11,-2.85,0,0.00161,3:49317338-3:51831903
chr3:49235861-49295537,GTEx Pituita...,CCDC36,-8.38331,5.15e-17,-7.8,0,0.000173,3:47727212-3:49316595
chr3:49235861-49295537,GTEx Pituita...,CCDC36,-8.38331,5.15e-17,-3.06,0,0.000187,3:49317338-3:51831903
chr3:49235861-49295537,GTEx Thyroid,CCDC36,-5.793,6.91e-09,-6.14,0,0.000148,3:47727212-3:49316595
chr3:49235861-49295537,GTEx Thyroid,CCDC36,-5.793,6.91e-09,-8.74,1,0.0253,3:49317338-3:51831903
chr3:49297518-49298744,GTEx Pituita...,RP11-3B7.1,-9.249,2.27e-20,-8.96,0,0.00064,3:47727212-3:49316595
chr3:49306219-49315263,GTEx Adrenal...,C3orf62,-10.3102,6.34e-25,-8.82,0,0.000319,3:47727212-3:49316595
chr3:49306219-49315263,GTEx Adrenal...,C3orf62,-10.3102,6.34e-25,-10,1,0.00907,3:49317338-3:51831903
chr3:49314576-49377594,NTR Blood,USP4,10.0523,8.97e-24,9.78,0,0.0058,3:47727212-3:49316595
chr3:49315343-49378145,GTEx Cerebel...,USP4,9.162,5.09e-20,7.93,0,0.000183,3:47727212-3:49316595
chr3:49315343-49378145,GTEx Nucleus...,USP4,-5.761,8.36e-09,-5.62,0,0.000148,3:47727212-3:49316595
chr3:49315343-49378145,GTEx Nucleus...,USP4,-5.761,8.36e-09,-4.18,0,0.00018,3:49317338-3:51831903
chr3:49394608-49395791,CMC DLPFC,GPX1,9.86201,6.08e-23,9.16,0,0.000337,3:47727212-3:49316595
chr3:49394608-49395791,CMC DLPFC,GPX1,9.86201,6.08e-23,9.68,1,0.00558,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Amygdal...,GPX1,9.7323,2.2e-22,7.97,0,0.000208,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Amygdal...,GPX1,9.7323,2.2e-22,6.63,0,0.00274,3:49317338-3:51831903
chr3:49394609-49396033,GTEx ACC ,GPX1,8.4082,4.16e-17,9.19,0,0.000399,3:47727212-3:49316595
chr3:49394609-49396033,GTEx ACC ,GPX1,8.4082,4.16e-17,5.8,0,0.00129,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Caudate...,GPX1,10.34832,4.26e-25,8.72,0,0.000238,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Caudate...,GPX1,10.34832,4.26e-25,10,1,0.0134,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Cerebel...,GPX1,10.30153,6.94e-25,9.68,1,0.0133,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Cerebel...,GPX1,10.30153,6.94e-25,8.24,1,0.0148,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Cerebel...,GPX1,10.5752,3.88e-26,10.2,1,0.312,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Cerebel...,GPX1,10.5752,3.88e-26,8.78,0,0.000456,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Cortex,GPX1,10.50542,8.16e-26,9.12,0,0.000318,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Cortex,GPX1,10.50542,8.16e-26,10,1,0.00589,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Frontal...,GPX1,10.0531,8.9e-24,10.3,1,0.643,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Frontal...,GPX1,10.0531,8.9e-24,8.94,1,0.00697,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Hippoca...,GPX1,8.7785,1.66e-18,8.42,0,0.000194,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Hippoca...,GPX1,8.7785,1.66e-18,7.63,0,0.000797,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Hypotha...,GPX1,5.3815,7.39e-08,5.56,0,0.00112,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Nucleus...,GPX1,9.162,5.09e-20,8.74,0,0.000263,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Putamen...,GPX1,9.586,9.16e-22,8.84,0,0.000353,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Putamen...,GPX1,9.586,9.16e-22,7.54,0,0.000703,3:49317338-3:51831903
chr3:49394609-49396033,PsychENCODE,GPX1,9.51364,1.84e-21,9.31,0,0.000621,3:47727212-3:49316595
chr3:49394609-49396033,PsychENCODE,GPX1,9.51364,1.84e-21,9.17,0,0.000268,3:49317338-3:51831903
chr3:49394609-49396033,GTEx Thyroid,GPX1,9.977427,1.91e-23,8.25,0,0.000196,3:47727212-3:49316595
chr3:49394609-49396033,GTEx Thyroid,GPX1,9.977427,1.91e-23,10.6,1,0.105,3:49317338-3:51831903
chr3:49396578-49449526,CMC DLPFC,RHOA,8.74564,2.22e-18,9.47,0,0.00089,3:47727212-3:49316595
chr3:49396578-49449526,CMC DLPFC,RHOA,8.74564,2.22e-18,7.94,0,0.000766,3:49317338-3:51831903
chr3:49396578-49450431,PsychENCODE,RHOA,10.24177,1.29e-24,7.58,0,0.000173,3:47727212-3:49316595
chr3:49396578-49450431,PsychENCODE,RHOA,10.24177,1.29e-24,9.81,1,0.00915,3:49317338-3:51831903
chr3:49396578-49449635,GTEx Whole B...,RHOA,8.41869,3.81e-17,8.45,0,0.000253,3:47727212-3:49316595
chr3:49396578-49449635,GTEx Whole B...,RHOA,8.41869,3.81e-17,7.55,0,0.00105,3:49317338-3:51831903
chr3:49449639-49453908,PsychENCODE,TCTA,-7.34555,2.05e-13,-4.43,0,0.000171,3:47727212-3:49316595
chr3:49449639-49453908,PsychENCODE,TCTA,-7.34555,2.05e-13,-8.05,0,0.000398,3:49317338-3:51831903
chr3:49449639-49453908,GTEx Thyroid,TCTA,-7.635043,2.26e-14,-8.36,0,0.000219,3:47727212-3:49316595
chr3:49449639-49453908,GTEx Thyroid,TCTA,-7.635043,2.26e-14,-6.29,0,0.000403,3:49317338-3:51831903
chr3:49449639-49453908,YFS Blood,TCTA,-6.265174,3.72e-10,-8.2,0,0.000186,3:47727212-3:49316595
chr3:49449639-49453908,YFS Blood,TCTA,-6.265174,3.72e-10,3.62,0,0.00299,3:49317338-3:51831903
chr3:49454211-49460186,GTEx ACC ,AMT,-8.863,7.79e-19,-9.3,0,0.000605,3:47727212-3:49316595
chr3:49454211-49460186,GTEx ACC ,AMT,-8.863,7.79e-19,-10.7,1,0.342,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Caudate...,AMT,-9.143,6.07e-20,-9.03,0,0.000309,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Cerebel...,AMT,-7.74159,9.82e-15,-8.59,0,0.000359,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Cerebel...,AMT,-7.74159,9.82e-15,-6.5,0,0.000353,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Cerebel...,AMT,-8.88341,6.48e-19,-9.29,0,0.000482,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Cerebel...,AMT,-8.88341,6.48e-19,-8.29,0,0.000362,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Cortex,AMT,-9.143,6.07e-20,-8.78,0,0.000216,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Cortex,AMT,-9.143,6.07e-20,-10.1,1,0.0176,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Frontal...,AMT,-9.6029,7.77e-22,-9.48,0,0.00057,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Hippoca...,AMT,-9.143,6.07e-20,-8.76,0,0.00022,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Hypotha...,AMT,-11.0621,1.92e-28,-9.24,0,0.00619,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Hypotha...,AMT,-11.0621,1.92e-28,-9.85,1,0.0539,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Nucleus...,AMT,-8.863,7.79e-19,1.15,0,0.000109,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Nucleus...,AMT,-8.863,7.79e-19,-8.86,0,0.000217,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Putamen...,AMT,-8.8,1.37e-18,-9.12,0,0.000446,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Putamen...,AMT,-8.8,1.37e-18,-9.13,0,0.000357,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Substan...,AMT,-10.284,8.32e-25,-8.63,0,0.000241,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Substan...,AMT,-10.284,8.32e-25,-10.5,1,0.0523,3:49317338-3:51831903
chr3:49454211-49460186,PsychENCODE,AMT,-7.71004,1.26e-14,-6.8,0,0.00017,3:47727212-3:49316595
chr3:49454211-49460186,PsychENCODE,AMT,-7.71004,1.26e-14,-8.73,0,0.000209,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Pituita...,AMT,-8.90919,5.14e-19,-8.8,0,0.00033,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Thyroid,AMT,-9.226811,2.79e-20,-8.99,0,0.000264,3:49317338-3:51831903
chr3:49454211-49460186,GTEx Whole B...,AMT,-9.93048,3.07e-23,-8.93,0,0.000408,3:47727212-3:49316595
chr3:49454211-49460186,GTEx Whole B...,AMT,-9.93048,3.07e-23,-9.58,0,0.000439,3:49317338-3:51831903
chr3:49454211-49460186,YFS Blood,AMT,-8.683764,3.83e-18,-9.23,0,0.000369,3:47727212-3:49316595
chr3:49454211-49460186,YFS Blood,AMT,-8.683764,3.83e-18,-7.87,0,0.00023,3:49317338-3:51831903
chr3:49459765-49466757,CMC DLPFC,NICN1,5.54337,2.97e-08,7.81,0,0.000169,3:47727212-3:49316595
chr3:49459765-49466757,CMC DLPFC,NICN1,5.54337,2.97e-08,-0.364,0,0.000196,3:49317338-3:51831903
chr3:49460379-49466759,PsychENCODE,NICN1,6.10741,1.01e-09,5.27,0,0.000115,3:47727212-3:49316595
chr3:49460379-49466759,PsychENCODE,NICN1,6.10741,1.01e-09,7.07,1,0.102,3:49317338-3:51831903
chr3:49460379-49466759,YFS Blood,NICN1,8.810564,1.25e-18,7.87,0,0.000174,3:47727212-3:49316595
chr3:49460379-49466759,YFS Blood,NICN1,8.810564,1.25e-18,8.77,0,0.00404,3:49317338-3:51831903
chr3:49460959-49466759,GTEx Frontal...,NICN1,7.4014,1.35e-13,8.44,0,0.000204,3:47727212-3:49316595
chr3:49460959-49466759,GTEx Frontal...,NICN1,7.4014,1.35e-13,5.83,0,0.000926,3:49317338-3:51831903
chr3:49460959-49466759,GTEx Pituita...,NICN1,-9.4705,2.79e-21,-9.26,0,0.000273,3:49317338-3:51831903
chr3:49460959-49466759,GTEx Thyroid,NICN1,-9.489838,2.31e-21,-9.23,0,3e-04,3:49317338-3:51831903
chr3:49506146-49573048,YFS Blood,DAG1,5.194524,2.05e-07,6.76,0,0.000257,3:47727212-3:49316595
chr3:49506146-49573048,YFS Blood,DAG1,5.194524,2.05e-07,3.26,0,0.000197,3:49317338-3:51831903
chr3:49586739-49591799,GTEx Nucleus...,BSN-AS2,6.0169,1.78e-09,9.49,0,0.000784,3:47727212-3:49316595
chr3:49586739-49591799,GTEx Nucleus...,BSN-AS2,6.0169,1.78e-09,3.51,0,0.000538,3:49317338-3:51831903
chr3:49586739-49591799,PsychENCODE,BSN-AS2,5.1476,2.64e-07,9.57,0,0.00216,3:47727212-3:49316595
chr3:49586739-49591799,PsychENCODE,BSN-AS2,5.1476,2.64e-07,3.1,0,0.000637,3:49317338-3:51831903
chr3:49586739-49591799,GTEx Thyroid,BSN-AS2,6.676076,2.45e-11,7.94,0,0.000235,3:47727212-3:49316595
chr3:49586739-49591799,GTEx Thyroid,BSN-AS2,6.676076,2.45e-11,1.71,0,0.000738,3:49317338-3:51831903
chr3:49591922-49708978,GTEx Cortex,BSN,8.44882,2.94e-17,8.73,0,0.000296,3:47727212-3:49316595
chr3:49591922-49708978,GTEx Cortex,BSN,8.44882,2.94e-17,7.92,0,0.000681,3:49317338-3:51831903
chr3:49721397-49726931,GTEx Cerebel...,MST1,-5.67609,1.38e-08,-9.81,0,0.0103,3:47727212-3:49316595
chr3:49721397-49726931,GTEx Cerebel...,MST1,-5.67609,1.38e-08,-3.12,1,0.00614,3:49317338-3:51831903
chr3:49721397-49726931,GTEx Hypotha...,MST1,-5.4398,5.33e-08,2.01,0,0.000416,3:49317338-3:51831903
chr3:49726932-49758962,PsychENCODE,RNF123,5.701,1.19e-08,5.52,1,0.0315,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Amygdal...,RNF123,5.674,1.4e-08,5.55,0,0.00148,3:49317338-3:51831903
chr3:49726935-49753910,GTEx ACC ,RNF123,6.185,6.21e-10,6.89,0,0.000272,3:47727212-3:49316595
chr3:49726935-49753910,GTEx ACC ,RNF123,6.185,6.21e-10,5.82,1,0.012,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Caudate...,RNF123,5.1093,3.23e-07,4.52,1,0.00458,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Cerebel...,RNF123,5.429,5.67e-08,4.76,0,0.000482,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Cerebel...,RNF123,5.429,5.67e-08,1.43,0,0.000155,3:47727212-3:49316595
chr3:49726935-49753910,GTEx Cerebel...,RNF123,5.429,5.67e-08,6.23,0,0.00341,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Cortex,RNF123,5.14132,2.73e-07,5.11,0,0.00202,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Frontal...,RNF123,7.9344,2.12e-15,-0.488,0,0.000158,3:47727212-3:49316595
chr3:49726935-49753910,GTEx Frontal...,RNF123,7.9344,2.12e-15,7.94,1,0.0703,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Putamen...,RNF123,5.429,5.67e-08,6.79,0,0.000166,3:47727212-3:49316595
chr3:49726935-49753910,GTEx Putamen...,RNF123,5.429,5.67e-08,6.09,1,0.0208,3:49317338-3:51831903
chr3:49726935-49753910,GTEx Thyroid,RNF123,5.621,1.9e-08,7.42,1,0.0131,3:49317338-3:51831903
chr3:49754277-49761384,PsychENCODE,GMPPB,6.74219,1.56e-11,4.38,0,0.000131,3:47727212-3:49316595
chr3:49754277-49761384,PsychENCODE,GMPPB,6.74219,1.56e-11,6.51,0,0.000208,3:49317338-3:51831903
chr3:49758931-49761384,CMC DLPFC,GMPPB,8.28758,1.16e-16,-6.55,0,0.000198,3:47727212-3:49316595
chr3:49758931-49761384,CMC DLPFC,GMPPB,8.28758,1.16e-16,8.54,0,0.000884,3:49317338-3:51831903
chr3:49758931-49761387,NTR Blood,GMPPB,5.4837,4.17e-08,-9.01,0,0.000855,3:47727212-3:49316595
chr3:49758931-49761387,NTR Blood,GMPPB,5.4837,4.17e-08,6.21,0,0.00034,3:49317338-3:51831903
chr3:49759317-49761384,GTEx Putamen...,GMPPB,8.939,3.93e-19,-4.71,0,0.000126,3:47727212-3:49316595
chr3:49759317-49761384,GTEx Putamen...,GMPPB,8.939,3.93e-19,8.55,0,0.00263,3:49317338-3:51831903
chr3:49759317-49761384,GTEx Thyroid,GMPPB,8.752,2.1e-18,8.87,0,0.000766,3:49317338-3:51831903
chr3:49761727-49823975,GTEx Hypotha...,IP6K1,-8.9459,3.69e-19,-8.97,0,0.000915,3:49317338-3:51831903
chr3:49761727-49823975,GTEx Thyroid,IP6K1,9.216014,3.08e-20,9.27,1,0.0554,3:49317338-3:51831903
chr3:49840687-49842463,GTEx Cerebel...,FAM212A,5.9601,2.52e-09,5.85,1,0.0051,3:49317338-3:51831903
chr3:49840687-49842463,GTEx Cerebel...,FAM212A,5.674,1.4e-08,5.43,0,0.00137,3:49317338-3:51831903
chr3:49842637-49851379,NTR Blood,UBA7,-5.611,2.01e-08,-5.38,0,0.00111,3:49317338-3:51831903
chr3:49842640-49851379,PsychENCODE,UBA7,-6.12617,9e-10,-6.05,1,0.0463,3:49317338-3:51831903
chr3:49842640-49851379,GTEx Thyroid,UBA7,-6.124963,9.07e-10,-6.11,0,0.000456,3:49317338-3:51831903
chr3:49842640-49851379,GTEx Whole B...,UBA7,-5.454,4.92e-08,-4.58,0,0.001,3:49317338-3:51831903
chr3:49842640-49851379,YFS Blood,UBA7,-5.761,8.36e-09,-5.55,0,0.00158,3:49317338-3:51831903
chr3:49866034-49894007,PsychENCODE,TRAIP,5.229,1.7e-07,6.23,1,0.0131,3:49317338-3:51831903
chr3:49895422-49907655,GTEx Nucleus...,CAMKV,5.172,2.32e-07,8.17,1,0.00723,3:49317338-3:51831903
chr3:49924435-49941277,GTEx ACC ,MST1R,5.068,4.02e-07,4.16,0,0.00193,3:49317338-3:51831903
chr3:49924435-49941277,GTEx Caudate...,MST1R,5.226,1.73e-07,5.05,0,0.00107,3:49317338-3:51831903
chr3:49924435-49941277,GTEx Nucleus...,MST1R,5.0385,4.69e-07,4.9,0,0.000402,3:49317338-3:51831903
chr3:49941300-49954370,GTEx Thyroid,CTD-2330K9.3,5.755013,8.66e-09,5.61,0,0.00185,3:49317338-3:51831903
chr3:49946301-49967445,CMC DLPFC Sp...,MON1A,6.20701,5.4e-10,6.17,1,0.00769,3:49317338-3:51831903
chr3:49946302-49967606,PsychENCODE,MON1A,-5.67599,1.38e-08,-5.2,0,0.000246,3:49317338-3:51831903
chr3:49977440-50114683,GTEx Amygdal...,RBM6,-5.448,5.09e-08,-5.22,0,0.00278,3:49317338-3:51831903
chr3:49977440-50114683,GTEx ACC ,RBM6,-5.1921,2.08e-07,-5.17,0,0.00259,3:49317338-3:51831903
chr3:49977440-50114683,GTEx Caudate...,RBM6,-5.41666,6.07e-08,-5.51,1,0.0106,3:49317338-3:51831903
chr3:49977440-50114683,GTEx Cerebel...,RBM6,-5.70502,1.16e-08,-4.6,1,0.00729,3:49317338-3:51831903
chr3:49977440-50114683,GTEx Substan...,RBM6,-6.2863,3.25e-10,-6.23,0,0.0012,3:49317338-3:51831903
chr3:49977440-50114683,GTEx Pituita...,RBM6,-5.14685,2.65e-07,-5.16,0,0.00196,3:49317338-3:51831903
chr3:49977476-50137484,CMC DLPFC Sp...,RBM6,-5.673,1.4e-08,-3.88,0,0.000222,3:49317338-3:51831903
chr3:50242679-50258411,PsychENCODE,SLC38A3,-5.142,2.72e-07,-1.78,0,0.000626,3:49317338-3:51831903
chr3:50297735-50300790,GTEx Thyroid,U73166.2,-4.9323,8.13e-07,-4.78,1,0.0291,3:49317338-3:51831903
chr3:50330476-50333204,GTEx Nucleus...,HYAL3,-4.8464,1.26e-06,-4.76,0,0.000487,3:49317338-3:51831903
chr3:50333833-50336852,GTEx Adrenal...,NAT6,5.179,2.23e-07,5.5,0,0.000189,3:49317338-3:51831903
chr3:50337320-50349812,GTEx Adrenal...,HYAL1,4.8609,1.17e-06,4.8,0,0.00102,3:49317338-3:51831903
chr3:50367219-50378343,GTEx Cerebel...,RASSF1,5.44999,5.04e-08,5.34,1,0.00757,3:49317338-3:51831903
chr3:50384919-50388125,GTEx Thyroid,NPRL2,-5.021733,5.12e-07,-4.85,0,0.000204,3:49317338-3:51831903
chr3:50595455-50608458,CMC DLPFC Sp...,C3orf18,-5.0799,3.78e-07,-4.92,0,0.000442,3:49317338-3:51831903
chr3:52005442-52015212,GTEx Substan...,ABHD14A,-5.1001,3.39e-07,0.155,0,9e-05,3:49317338-3:51831903
chr3:52005442-52015212,GTEx Substan...,ABHD14A,-5.1001,3.39e-07,-5.09,0,0.000664,3:51832353-3:54081158
chr3:52109269-52188706,GTEx Putamen...,POC1A,6.028,1.66e-09,6.27,0,0.000475,3:51832353-3:54081158
chr3:52255096-52260179,GTEx Amygdal...,TLR9,6.4566,1.07e-10,0.53,0,0.00015,3:49317338-3:51831903
chr3:52255096-52260179,GTEx Amygdal...,TLR9,6.4566,1.07e-10,6.48,0,0.00201,3:51832353-3:54081158
chr3:52273274-52275113,PsychENCODE,RP5-1157M23.2,5.53754,3.07e-08,0.457,0,8e-05,3:49317338-3:51831903
chr3:52273274-52275113,PsychENCODE,RP5-1157M23.2,5.53754,3.07e-08,5.42,0,0.000975,3:51832353-3:54081158
chr3:52279841-52284613,GTEx Cerebel...,PPM1M,5.293,1.2e-07,4.25,0,0.000262,3:51832353-3:54081158
chr3:52279841-52284613,GTEx Cerebel...,PPM1M,6.07654,1.23e-09,6.02,0,0.000427,3:51832353-3:54081158
chr3:52279841-52284613,GTEx Hypotha...,PPM1M,5.391,7.01e-08,4.32,0,0.000302,3:51832353-3:54081158
chr3:52279841-52284613,GTEx Whole B...,PPM1M,5.77632,7.64e-09,-0.154,0,9.31e-05,3:49317338-3:51831903
chr3:52279841-52284613,GTEx Whole B...,PPM1M,5.77632,7.64e-09,5.83,1,0.0432,3:51832353-3:54081158
chr3:52279841-52284613,YFS Blood,PPM1M,7.192978,6.34e-13,-0.625,0,0.000132,3:49317338-3:51831903
chr3:52279841-52284613,YFS Blood,PPM1M,7.192978,6.34e-13,6.99,0,0.00306,3:51832353-3:54081158
chr3:52288282-52312659,NTR Blood,WDR82,-6.431,1.27e-10,1.68,0,0.000317,3:49317338-3:51831903
chr3:52288282-52312659,NTR Blood,WDR82,-6.431,1.27e-10,-6.95,1,0.246,3:51832353-3:54081158
chr3:52288437-52322036,PsychENCODE,WDR82,-6.551,5.72e-11,-6.36,0,0.000329,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Adrenal...,GLYCTK,6.431,1.27e-10,6.15,0,0.000317,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Amygdal...,GLYCTK,5.65,1.6e-08,5.32,0,0.000595,3:51832353-3:54081158
chr3:52321105-52329272,GTEx ACC ,GLYCTK,6.9254,4.35e-12,6.77,0,0.00227,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Cerebel...,GLYCTK,6.6918,2.2e-11,6.52,1,0.275,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Cerebel...,GLYCTK,6.736,1.63e-11,6.84,0,0.00172,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Hippoca...,GLYCTK,6.767,1.32e-11,6.7,0,0.000589,3:51832353-3:54081158
chr3:52321105-52329272,PsychENCODE,GLYCTK,7.49757,6.5e-14,7.17,1,0.0166,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Pituita...,GLYCTK,7.381,1.57e-13,6.79,0,0.000871,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Thyroid,GLYCTK,7.381,1.57e-13,7.06,0,0.00263,3:51832353-3:54081158
chr3:52321105-52329272,GTEx Whole B...,GLYCTK,7.381,1.57e-13,6.96,0,0.00399,3:51832353-3:54081158
chr3:52321105-52329272,YFS Blood,GLYCTK,7.381,1.57e-13,6.74,0,0.00116,3:51832353-3:54081158
chr3:52321835-52329272,CMC DLPFC Sp...,GLYCTK,-6.431,1.27e-10,-5.93,1,0.0343,3:51832353-3:54081158
chr3:52350335-52434507,GTEx Cortex,DNAH1,5.52641,3.27e-08,5.53,1,0.0227,3:51832353-3:54081158
chr3:52407668-52408898,GTEx Cerebel...,RP11-168J18.6,-5.282,1.28e-07,-3.42,0,0.000324,3:51832353-3:54081158
chr3:52435029-52444366,GTEx Caudate...,BAP1,7.106,1.19e-12,7.11,0,0.00402,3:51832353-3:54081158
chr3:52467069-52479101,GTEx Cerebel...,SEMA3G,6.12622,9e-10,6.26,0,0.00164,3:51832353-3:54081158
chr3:52558386-52569070,PsychENCODE,NT5DC2,5.34472,9.06e-08,4.83,0,0.000195,3:51832353-3:54081158
chr3:52558386-52569070,YFS Blood,NT5DC2,6.735793,1.63e-11,6.55,0,0.00212,3:51832353-3:54081158
chr3:52558512-52569070,GTEx Pituita...,NT5DC2,7.18719,6.61e-13,7.23,1,0.0122,3:51832353-3:54081158
chr3:52558512-52569070,GTEx Thyroid,NT5DC2,7.128079,1.02e-12,7,0,0.00182,3:51832353-3:54081158
chr3:52579367-52719866,CMC DLPFC Sp...,PBRM1,7.09775,1.27e-12,7.07,0,0.00273,3:51832353-3:54081158
chr3:52579368-52719933,GTEx Thyroid,PBRM1,-4.899,9.63e-07,-4.97,0,0.000883,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Adrenal...,GNL3,7.15,8.68e-13,7.74,1,0.208,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Caudate...,GNL3,6.202,5.58e-10,2.28,0,0.00086,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Cerebel...,GNL3,6.66545,2.64e-11,6.56,0,0.000533,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Cerebel...,GNL3,6.9114,4.8e-12,6.83,0,0.000969,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Frontal...,GNL3,6.194,5.87e-10,6.35,0,0.000629,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Putamen...,GNL3,6.2157,5.11e-10,6.11,0,0.000367,3:51832353-3:54081158
chr3:52715172-52728508,PsychENCODE,GNL3,5.50114,3.77e-08,5.47,0,0.000167,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Pituita...,GNL3,6.88374,5.83e-12,6.91,0,0.00123,3:51832353-3:54081158
chr3:52715172-52728504,GTEx Thyroid,GNL3,7.14,9.33e-13,6.62,0,0.000947,3:51832353-3:54081158
chr3:52715172-52728508,YFS Blood,GNL3,7.231034,4.79e-13,7.16,0,0.0109,3:51832353-3:54081158
chr3:52719935-52728510,CMC DLPFC Sp...,GNL3,6.194,5.87e-10,6.32,0,0.000247,3:51832353-3:54081158
chr3:52719935-52728510,CMC DLPFC Sp...,GNL3,-6.194,5.87e-10,-7.33,1,0.0163,3:51832353-3:54081158
chr3:52719935-52728510,CMC DLPFC Sp...,GNL3,7.16682,7.68e-13,7.1,0,0.00267,3:51832353-3:54081158
chr3:52728503-52740048,CMC DLPFC,GLT8D1,-5.886,3.96e-09,-5.61,0,2e-04,3:51832353-3:54081158
